64	 0.0000406901041377
128	 0.0000101725260411
256	 0.0000025431315103
512	 0.0000006357828775
1024	 0.0000001589457193
2048	 0.0000000397364297
4096	 0.0000000099341073
8192	 0.0000000024835267
16384	 0.0000000006208820
32768	 0.0000000001552198
65536	 0.0000000000388045
131072	 0.0000000000097020
262144	 0.0000000000024252
524288	 0.0000000000006066
1048576	 0.0000000000001510
2097152	 0.0000000000000391
4194304	 0.0000000000000071
8388608	 0.0000000000000013
16777216	 0.0000000000000036
33554432	 0.0000000000000018
67108864	 0.0000000000000120
134217728	 0.0000000000000222
268435456	 0.0000000000000062
536870912	 0.0000000000000124
