Enter a, b,b and n
32	 0.0001627604148191
64	 0.0000406901041377
128	 0.0000101725260415
256	 0.0000025431315098
512	 0.0000006357828770
1024	 0.0000001589457197
2048	 0.0000000397364301
4096	 0.0000000099341073
8192	 0.0000000024835258
16384	 0.0000000006208816
32768	 0.0000000001552194
65536	 0.0000000000388050
131072	 0.0000000000097011
262144	 0.0000000000024212
524288	 0.0000000000006102
1048576	 0.0000000000001488
2097152	 0.0000000000000444
4194304	 0.0000000000000098
8388608	 0.0000000000000053
16777216	 0.0000000000000009
33554432	 0.0000000000000124
67108864	 0.0000000000000289
134217728	 0.0000000000000200
268435456	 0.0000000000000338
