Enter a, b,b and n
32	 4.8584073464102069
64	 0.0000406901041372
128	 0.0000101725260406
256	 0.0000025431315107
512	 0.0000006357828761
1024	 0.0000001589457193
2048	 0.0000000397364288
4096	 0.0000000099341073
8192	 0.0000000024835263
16384	 0.0000000006208829
32768	 0.0000000001552207
65536	 0.0000000000388045
131072	 0.0000000000097029
262144	 0.0000000000024256
524288	 0.0000000000006062
1048576	 0.0000000000001501
2097152	 0.0000000000000391
4194304	 0.0000000000000080
8388608	 0.0000000000000009
16777216	 0.0000000000000031
33554432	 0.0000000000000009
67108864	 0.0000000000000111
134217728	 0.0000000000000213
268435456	 0.0000000000000067
536870912	 0.0000000000000111
